nom_c	nom_l	nom_s	color	vol_vox	vol_mm3	xv	yv	zv	xmm	ymm	zmm
G_Temporal_Inf-4-R	G_Temporal_Inf-4-R	T3_4_R	194	226	226	19	35	32	54.0619469026549	-57.858407079646	-10.5486725663717
G_Temporal_Inf-5-L	G_Temporal_Inf-5-L	T3_5_L	195	136	136	69	32	40	-45.0882352941177	-63.8235294117647	5.5
G_Temporal_Inf-5-R	G_Temporal_Inf-5-R	T3_5_R	196	138	138	21	35	39	49.2173913043478	-58.3333333333333	3.81159420289855
G_Temporal_Pole_Sup-1-L	G_Temporal_Pole_Sup-1-L	poleT1_1_L	197	363	363	64	69	25	-35.4435261707989	10.6115702479339	-23.8787878787879
G_Temporal_Pole_Sup-1-R	G_Temporal_Pole_Sup-1-R	poleT1_1_R	198	207	207	28	72	25	35.5072463768116	15.7004830917874	-23.9420289855072
G_Temporal_Pole_Sup-2-L	G_Temporal_Pole_Sup-2-L	poleT1_2_L	199	201	201	67	68	29	-42.6766169154229	7.6318407960199	-16.2487562189055
G_Temporal_Pole_Sup-2-R	G_Temporal_Pole_Sup-2-R	poleT1_2_R	200	344	344	24	69	29	43.9825581395349	9.24418604651163	-16.4476744186046
G_Temporal_Pole_Mid-1-L	G_Temporal_Pole_Mid-1-L	poleT2_1_L	201	861	861	69	68	20	-45.1707317073171	7.20789779326364	-33.9210220673635
G_Temporal_Pole_Mid-1-R	G_Temporal_Pole_Mid-1-R	poleT2_1_R	202	411	411	22	68	20	48.1313868613139	8.42335766423358	-33.1532846715328
G_Temporal_Pole_Mid-2-L	G_Temporal_Pole_Mid-2-L	poleT2_2_L	203	46	46	64	68	21	-35.2173913043478	8.78260869565219	-32.8260869565217
G_Temporal_Pole_Mid-2-R	G_Temporal_Pole_Mid-2-R	poleT2_2_R	204	201	201	29	70	20	34.726368159204	12.5174129353234	-33.9601990049751
G_Temporal_Pole_Mid-3-L	G_Temporal_Pole_Mid-3-L	poleT2_3_L	205	880	880	59	67	18	-25.7045454545455	5.92045454545453	-37.4113636363636
G_Temporal_Pole_Mid-3-R	G_Temporal_Pole_Mid-3-R	poleT2_3_R	206	993	993	33	67	19	26.3867069486405	6.48741188318229	-35.9436052366566
G_Frontal_Sup_Medial-1-L	G_Frontal_Sup_Medial-1-L	F1M1_L	207	381	381	50	90	43	-7.79002624671917	51.6062992125984	12.4619422572178
G_Frontal_Sup_Medial-1-R	G_Frontal_Sup_Medial-1-R	F1M1_R	208	364	364	42	90	44	7.54945054945055	52.2362637362637	13.4230769230769
G_Frontal_Sup_Medial-2-L	G_Frontal_Sup_Medial-2-L	F1M2_L	209	493	493	49	91	49	-6.65314401622717	53.4361054766734	24.7018255578093
G_Frontal_Sup_Medial-2-R	G_Frontal_Sup_Medial-2-R	F1M2_R	210	524	524	43	92	50	6.69847328244275	56.5038167938931	25.469465648855
G_Frontal_Sup_Medial-3-L	G_Frontal_Sup_Medial-3-L	F1M3_L	211	332	332	49	81	59	-5.33132530120481	34.6686746987952	43.6204819277108
G_Frontal_Sup_Medial-3-R	G_Frontal_Sup_Medial-3-R	F1M3_R	212	376	376	43	81	59	5.54787234042553	33.2127659574468	44.8670212765958
S_Anterior_Rostral-1-L	S_Anterior_Rostral-1-L	rost_L	213	537	537	50	88	35	-7.25884543761639	47.195530726257	-3.45996275605214
S_Anterior_Rostral-1-R	S_Anterior_Rostral-1-R	rost_R	214	387	387	43	88	35	6.42894056847545	47.3953488372093	-3.97416020671835
G_Frontal_Med_Orb-1-L	G_Frontal_Med_Orb-1-L	F2MO1_L	215	265	265	51	97	36	-9.53207547169811	65.4716981132075	-2.33207547169812
G_Frontal_Med_Orb-1-R	G_Frontal_Med_Orb-1-R	F2MO1_R	216	253	253	43	96	35	6.54545454545455	64.99604743083	-3.42292490118577
G_Frontal_Med_Orb-2-L	G_Frontal_Med_Orb-2-L	F2MO2_L	217	301	301	49	89	31	-5.37541528239203	49.0299003322259	-11.8006644518272
G_Frontal_Med_Orb-2-R	G_Frontal_Med_Orb-2-R	F2MO2_R	218	275	275	44	87	31	4.29818181818182	46.7781818181818	-12.7490909090909
G_subcallosal-1-L	G_subcallosal-1-L	SCALL_L	219	244	244	49	74	29	-6.3688524590164	20.8360655737705	-16.0409836065574
G_subcallosal-1-R	G_subcallosal-1-R	SCALL_R	220	239	239	43	74	29	5.89121338912133	20.7364016736402	-16.326359832636
G_Supp_Motor_Area-1-L	G_Supp_Motor_Area-1-L	SMA1_L	221	161	161	49	75	60	-6.27329192546584	22.248447204969	46.7204968944099
G_Supp_Motor_Area-1-R	G_Supp_Motor_Area-1-R	SMA1_R	222	172	172	43	74	62	5.86046511627907	20.546511627907	49
G_Supp_Motor_Area-2-L	G_Supp_Motor_Area-2-L	SMA2_L	223	268	268	51	73	69	-10.5597014925373	18.1791044776119	63.1194029850746
G_Supp_Motor_Area-2-R	G_Supp_Motor_Area-2-R	SMA2_R	224	218	218	41	73	68	10.5412844036697	18.4770642201835	62.8807339449541
G_Supp_Motor_Area-3-L	G_Supp_Motor_Area-3-L	SMA3_L	225	527	527	50	68	70	-7.21442125237192	7.63946869070207	65.5825426944972
G_Supp_Motor_Area-3-R	G_Supp_Motor_Area-3-R	SMA3_R	226	275	275	43	69	70	6.38545454545455	10.0509090909091	66.4727272727273
S_Cingulate-1-L	S_Cingulate-1-L	cing1_L	227	304	304	49	78	52	-6.90789473684211	27.0263157894737	29.9934210526316
S_Cingulate-1-R	S_Cingulate-1-R	cing1_R	228	287	287	43	77	52	6.95470383275261	26.5505226480836	30.9686411149826
S_Cingulate-2-L	S_Cingulate-2-L	cing2_L	229	290	290	49	72	58	-6.79310344827586	15.5379310344828	41.5655172413793
S_Cingulate-2-R	S_Cingulate-2-R	cing2_R	230	364	364	42	71	61	7.55494505494505	13.4725274725275	47.2692307692308
S_Cingulate-3-L	S_Cingulate-3-L	cing3_L	231	395	395	50	66	61	-7.3873417721519	4.52658227848102	48.546835443038
S_Cingulate-3-R	S_Cingulate-3-R	cing3_R	232	493	493	42	66	63	7.8133874239351	4.68559837728193	52.4056795131846
S_Cingulate-4-L	S_Cingulate-4-L	cing4_L	233	576	576	50	61	66	-7.82638888888889	-6.33680555555556	57.4305555555555
S_Cingulate-4-R	S_Cingulate-4-R	cing4_R	234	538	538	42	62	66	8.24163568773234	-4.66542750929368	57.8773234200744
S_Cingulate-5-L	S_Cingulate-5-L	cing5_L	235	268	268	50	56	58	-8.46268656716418	-16.4029850746269	41.6492537313433
S_Cingulate-5-R	S_Cingulate-5-R	cing5_R	236	268	268	42	56	58	8.86567164179104	-15.9776119402985	41.9253731343284
S_Cingulate-6-L	S_Cingulate-6-L	cing6_L	237	391	391	51	46	60	-10.7826086956522	-35.4015345268542	46.0204603580563
S_Cingulate-6-R	S_Cingulate-6-R	cing6_R	238	374	374	40	47	60	11.4598930481283	-34.0374331550802	45.5882352941177
S_Cingulate-7-L	S_Cingulate-7-L	cing7_L	239	271	271	51	43	67	-9.29151291512915	-41.4833948339483	60.4206642066421
S_Cingulate-7-R	S_Cingulate-7-R	cing7_R	240	298	298	41	44	68	9.38926174496645	-40.6845637583893	61.0872483221476
G_Cingulum_Ant-1-L	G_Cingulum_Ant-1-L	CINGa1_L	241	431	431	49	83	39	-5.68909512761022	37.3317865429234	3.05800464037122
G_Cingulum_Ant-1-R	G_Cingulum_Ant-1-R	CINGa1_R	242	584	584	43	84	39	6.64726027397261	39.4349315068493	4.51712328767124
G_Cingulum_Ant-2-L	G_Cingulum_Ant-2-L	CINGa2_L	243	339	339	50	81	48	-7.31563421828909	34.3185840707964	22.0589970501475
G_Cingulum_Ant-2-R	G_Cingulum_Ant-2-R	CINGa2_R	244	340	340	42	81	48	7.28823529411764	33.3705882352941	22.8352941176471
G_Cingulum_Mid-1-L	G_Cingulum_Mid-1-L	CINGm1_L	245	44	44	48	71	51	-3.27272727272727	14.2727272727273	28.9545454545455
G_Cingulum_Mid-1-R	G_Cingulum_Mid-1-R	CINGm1_R	246	40	40	44	71	52	3.5	13.95	29.05
G_Cingulum_Mid-2-L	G_Cingulum_Mid-2-L	CINGm2_L	247	67	67	48	66	52	-3.70149253731343	3.49253731343285	29.5223880597015
G_Cingulum_Mid-2-R	G_Cingulum_Mid-2-R	CINGm2_R	248	78	78	44	66	52	4.12820512820512	3.74358974358975	29.8205128205128
G_Cingulum_Mid-3-L	G_Cingulum_Mid-3-L	CINGm3_L	249	213	213	48	52	56	-3.93427230046949	-23.6525821596244	38.7417840375587
G_Cingulum_Mid-3-R	G_Cingulum_Mid-3-R	CINGm3_R	250	273	273	44	52	56	4.54945054945055	-24.959706959707	38.8278388278388
G_Cingulum_Post-1-L	G_Cingulum_Post-1-L	CINGp1_L	251	166	166	48	51	51	-4.20481927710843	-26.0240963855422	28.8192771084337
G_Cingulum_Post-1-R	G_Cingulum_Post-1-R	CINGp1_R	252	195	195	44	51	51	4.72820512820513	-25.8974358974359	28.9641025641026
G_Cingulum_Post-2-L	G_Cingulum_Post-2-L	CINGp2_L	253	102	102	48	44	51	-4.29411764705883	-39.4901960784314	27.3725490196078
G_Cingulum_Post-2-R	G_Cingulum_Post-2-R	CINGp2_R	254	211	211	42	42	53	7.52606635071091	-43.0236966824645	31.345971563981
G_Cingulum_Post-3-L	G_Cingulum_Post-3-L	CINGp3_L	255	45	45	49	43	42	-5.06666666666666	-42.8888888888889	10.0444444444445
G_Cingulum_Post-3-R	G_Cingulum_Post-3-R	CINGp3_R	256	73	73	43	43	42	5.78082191780823	-42.3835616438356	10.3013698630137
G_Paracentral_Lobule-1-L	G_Paracentral_Lobule-1-L	pCENT1_L	257	237	237	49	56	62	-6.89451476793249	-16.7594936708861	50.9029535864979
G_Paracentral_Lobule-1-R	G_Paracentral_Lobule-1-R	pCENT1_R	258	312	312	42	57	62	7.67948717948718	-14.7435897435897	50.0641025641026
G_Paracentral_Lobule-2-L	G_Paracentral_Lobule-2-L	pCENT2_L	259	496	496	51	50	70	-10.1532258064516	-28.6129032258064	65.7741935483871
G_Paracentral_Lobule-2-R	G_Paracentral_Lobule-2-R	pCENT2_R	260	568	568	41	51	70	10.9014084507042	-26.7359154929577	66.4330985915493
G_Paracentral_Lobule-3-L	G_Paracentral_Lobule-3-L	pCENT3_L	261	412	412	50	51	72	-7.16019417475728	-25.995145631068	69.5097087378641
G_Paracentral_Lobule-3-R	G_Paracentral_Lobule-3-R	pCENT3_R	262	419	419	42	51	72	7.67064439140812	-26.7398568019093	70.1575178997613
G_Paracentral_Lobule-4-L	G_Paracentral_Lobule-4-L	pCENT4_L	263	248	248	49	49	75	-6.38709677419355	-29.1693548387097	75.8951612903226
G_Paracentral_Lobule-4-R	G_Paracentral_Lobule-4-R	pCENT4_R	264	225	225	42	50	75	7.17333333333333	-28.6577777777778	75.7066666666667
G_Precuneus-1-L	G_Precuneus-1-L	PRECU1_L	265	427	427	52	36	44	-11.7985948477752	-55.2693208430913	13.4332552693208
G_Precuneus-1-R	G_Precuneus-1-R	PRECU1_R	266	442	442	40	38	44	12.7782805429864	-52.7963800904977	13.8009049773756
G_Precuneus-2-L	G_Precuneus-2-L	PRECU2_L	267	232	232	48	36	47	-4.98275862068965	-56.0344827586207	19.1120689655172
G_Precuneus-2-R	G_Precuneus-2-R	PRECU2_R	268	204	204	43	36	47	5.00980392156863	-55.5294117647059	19.8039215686274
G_Precuneus-3-L	G_Precuneus-3-L	PRECU3_L	269	558	558	49	39	54	-6.89964157706093	-50.8745519713262	33.741935483871
G_Precuneus-3-R	G_Precuneus-3-R	PRECU3_R	270	397	397	43	38	53	5.74307304785894	-51.8488664987405	32.1158690176322
G_Precuneus-4-L	G_Precuneus-4-L	PRECU4_L	271	296	296	49	39	60	-6.94594594594595	-49.5202702702703	45.3986486486486
G_Precuneus-4-R	G_Precuneus-4-R	PRECU4_R	272	276	276	42	40	59	7.76086956521739	-48.7463768115942	43.6449275362319
G_Precuneus-5-L	G_Precuneus-5-L	PRECU5_L	273	343	343	50	37	65	-7.66763848396502	-54.5597667638484	56.2157434402332
G_Precuneus-5-R	G_Precuneus-5-R	PRECU5_R	274	375	375	42	39	64	7.184	-50.0053333333333	54.176
G_Precuneus-6-L	G_Precuneus-6-L	PRECU6_L	275	276	276	50	33	69	-7.41304347826087	-61.2608695652174	64.0579710144928
G_Precuneus-6-R	G_Precuneus-6-R	PRECU6_R	276	305	305	42	34	69	7.9672131147541	-59.9147540983607	63.6786885245902
G_Precuneus-7-L	G_Precuneus-7-L	PRECU7_L	277	168	168	49	32	55	-5.85714285714286	-64.6904761904762	35.6785714285714
G_Precuneus-7-R	G_Precuneus-7-R	PRECU7_R	278	151	151	42	33	55	7.16556291390728	-62.5827814569536	36
G_Precuneus-8-L	G_Precuneus-8-L	PRECU8_L	279	369	369	49	29	58	-6.83468834688347	-70.8238482384824	41.1490514905149
G_Precuneus-8-R	G_Precuneus-8-R	PRECU8_R	280	381	381	41	30	58	10.5196850393701	-68.4671916010499	41.0656167979003
G_Precuneus-9-L	G_Precuneus-9-L	PRECU9_L	281	231	231	51	29	62	-10.6753246753247	-69.5411255411255	49.2554112554113
G_Precuneus-9-R	G_Precuneus-9-R	PRECU9_R	282	310	310	40	30	62	12.7096774193548	-68.3806451612903	50.3032258064516
S_Parietooccipital-1-L	S_Parietooccipital-1-L	pos1_L	283	469	469	52	36	41	-12.0213219616205	-55.727078891258	7.56076759061834
S_Parietooccipital-1-R	S_Parietooccipital-1-R	pos1_R	284	435	435	39	37	41	13.1126436781609	-54.1011494252874	8.49655172413793
S_Parietooccipital-2-L	S_Parietooccipital-2-L	pos2_L	285	130	130	53	31	50	-13.4153846153846	-65.0769230769231	25.6769230769231
S_Parietooccipital-2-R	S_Parietooccipital-2-R	pos2_R	286	158	158	38	33	50	15.8860759493671	-61.4303797468354	26.1645569620253
S_Parietooccipital-3-L	S_Parietooccipital-3-L	pos3_L	287	244	244	51	26	55	-10.4918032786885	-75.1885245901639	36.8606557377049
S_Parietooccipital-3-R	S_Parietooccipital-3-R	pos3_R	288	256	256	39	28	56	14.0546875	-72.9296875	37.3984375
S_Parietooccipital-4-L	S_Parietooccipital-4-L	pos4_L	289	323	323	55	34	39	-17.9814241486068	-59.5727554179567	4.08049535603715
S_Parietooccipital-4-R	S_Parietooccipital-4-R	pos4_R	290	392	392	36	34	40	20.6071428571429	-59.2040816326531	6.36224489795919
S_Parietooccipital-5-L	S_Parietooccipital-5-L	pos5_L	291	34	34	55	29	47	-17.7647058823529	-70	19.5882352941177
S_Parietooccipital-5-R	S_Parietooccipital-5-R	pos5_R	292	52	52	36	31	47	20.8846153846154	-65.5769230769231	20.0384615384615
S_Parietooccipital-6-L	S_Parietooccipital-6-L	pos6_L	293	177	177	52	26	52	-12.5310734463277	-75.3220338983051	29.3220338983051
S_Parietooccipital-6-R	S_Parietooccipital-6-R	pos6_R	294	178	178	38	28	52	15.0898876404494	-72.5056179775281	29.2584269662921
G_Cuneus-1-L	G_Cuneus-1-L	CU1_L	295	256	256	49	23	51	-5.21875	-82.6640625	28.3828125
G_Cuneus-1-R	G_Cuneus-1-R	CU1_R	296	200	200	42	24	51	8.67	-80.07	28.73
G_Cuneus-2-L	G_Cuneus-2-L	CU2_L	297	146	146	48	18	46	-4.13698630136986	-91.8493150684932	18.6986301369863
G_Cuneus-2-R	G_Cuneus-2-R	CU2_R	298	144	144	42	20	47	7.56944444444444	-88.5138888888889	19.2361111111111
G_Calcarine-1-L	G_Calcarine-1-L	CAL1_L	299	540	540	51	28	42	-10.4666666666667	-71.6259259259259	9.02592592592593
G_Calcarine-1-R	G_Calcarine-1-R	CAL1_R	300	517	517	40	29	42	11.6943907156673	-69.3771760154739	10.2630560928433
G_Calcarine-2-L	G_Calcarine-2-L	CAL2_L	301	445	445	50	24	41	-7.30337078651685	-80.6696629213483	8.59325842696629
G_Calcarine-2-R	G_Calcarine-2-R	CAL2_R	302	413	413	41	25	42	9.52058111380146	-77.7820823244552	9.36561743341404
G_Calcarine-3-L	G_Calcarine-3-L	CAL3_L	303	926	926	49	16	36	-6.68250539956803	-95.3455723542117	-1.33261339092873
G_Calcarine-3-R	G_Calcarine-3-R	CAL3_R	304	853	853	41	17	38	10.8182883939039	-94.2203985932005	1.10199296600234
G_Lingual-1-L	G_Lingual-1-L	LING1_L	305	162	162	56	41	35	-20.2098765432099	-45.320987654321	-4.61728395061728
G_Lingual-1-R	G_Lingual-1-R	LING1_R	306	173	173	36	42	35	19.6416184971098	-43.9421965317919	-3.89595375722543
G_Lingual-2-L	G_Lingual-2-L	LING2_L	307	283	283	57	33	34	-21.1024734982332	-62.4593639575972	-6.81272084805654
G_Lingual-2-R	G_Lingual-2-R	LING2_R	308	330	330	36	34	34	20.9878787878788	-60.230303030303	-6.0060606060606
G_Lingual-3-L	G_Lingual-3-L	LING3_L	309	239	239	53	32	35	-13.6485355648536	-63.5564853556485	-3.60669456066945
G_Lingual-3-R	G_Lingual-3-R	LING3_R	310	262	262	40	32	36	12.9465648854962	-63.8396946564885	-2.16030534351145
G_Lingual-4-L	G_Lingual-4-L	LING4_L	311	38	38	53	26	32	-14.1052631578947	-75.6842105263158	-10.1052631578947
G_Lingual-4-R	G_Lingual-4-R	LING4_R	312	39	39	39	28	32	13.025641025641	-72.4102564102564	-9.33333333333333
G_Lingual-5-L	G_Lingual-5-L	LING5_L	313	140	140	51	23	32	-10.9857142857143	-81.2571428571429	-9.01428571428572
G_Lingual-5-R	G_Lingual-5-R	LING5_R	314	83	83	41	24	33	10.9397590361446	-79.3975903614458	-7.08433734939759
G_Lingual-6-L	G_Lingual-6-L	LING6_L	315	161	161	49	24	35	-6.26086956521739	-80.4099378881988	-4.64596273291926
G_Lingual-6-R	G_Lingual-6-R	LING6_R	316	146	146	43	25	35	6.65753424657534	-78.8630136986301	-3.35616438356165
G_Hippocampus-1-L	G_Hippocampus-1-L	HIPP1_L	317	463	463	61	60	27	-30.2850971922246	-7.0280777537797	-19.3995680345572
G_Hippocampus-1-R	G_Hippocampus-1-R	HIPP1_R	318	424	424	31	62	28	30.0330188679245	-4.96698113207547	-18.4528301886792
G_Hippocampus-2-L	G_Hippocampus-2-L	HIPP2_L	319	437	437	58	48	36	-24.9427917620137	-32.4622425629291	-2.69107551487414
G_Hippocampus-2-R	G_Hippocampus-2-R	HIPP2_R	320	485	485	33	48	36	25.0061855670103	-31.3690721649484	-1.98762886597937
G_ParaHippocampal-1-L	G_ParaHippocampal-1-L	pHIPP1_L	321	231	231	54	62	28	-15.7229437229437	-4.03463203463204	-18.3636363636364
G_ParaHippocampal-1-R	G_ParaHippocampal-1-R	pHIPP1_R	322	211	211	39	62	28	14.1327014218009	-3.67772511848341	-17.8388625592417
G_ParaHippocampal-2-L	G_ParaHippocampal-2-L	pHIPP2_L	323	329	329	60	51	28	-27.6413373860182	-26.6382978723404	-18.7477203647416
G_ParaHippocampal-2-R	G_ParaHippocampal-2-R	pHIPP2_R	324	301	301	32	52	28	28.6112956810631	-24.7441860465116	-18.6312292358804
G_ParaHippocampal-3-L	G_ParaHippocampal-3-L	pHIPP3_L	325	94	94	55	58	22	-17.5531914893617	-12.6170212765958	-30.2340425531915
G_ParaHippocampal-3-R	G_ParaHippocampal-3-R	pHIPP3_R	326	128	128	37	57	23	18.09375	-14.34375	-28.515625
G_ParaHippocampal-4-L	G_ParaHippocampal-4-L	pHIPP4_L	327	259	259	55	50	31	-17.1583011583012	-27.3667953667954	-12.8108108108108
G_ParaHippocampal-4-R	G_ParaHippocampal-4-R	pHIPP4_R	328	321	321	38	50	32	16.6915887850467	-27.3894080996885	-10.0498442367601
G_ParaHippocampal-5-L	G_ParaHippocampal-5-L	pHIPP5_L	329	387	387	60	44	32	-27.0749354005168	-39.5917312661499	-10.8630490956072
G_ParaHippocampal-5-R	G_ParaHippocampal-5-R	pHIPP5_R	330	341	341	32	46	31	27.1671554252199	-35.9882697947214	-11.9296187683284
G_Fusiform-1-L	G_Fusiform-1-L	FUS1_L	331	1013	1013	62	60	20	-31.5478775913129	-8.7680157946693	-34.0868706811451
G_Fusiform-1-R	G_Fusiform-1-R	FUS1_R	332	1109	1109	30	60	20	31.5202885482417	-7.77817853922453	-34.6744815148783
G_Fusiform-2-L	G_Fusiform-2-L	FUS2_L	333	149	149	64	51	25	-35.4093959731544	-25.6241610738255	-23.1140939597315
G_Fusiform-2-R	G_Fusiform-2-R	FUS2_R	334	172	172	27	52	25	37.9186046511628	-24.5	-23.8255813953488
G_Fusiform-3-L	G_Fusiform-3-L	FUS3_L	335	347	347	64	48	25	-36.5763688760807	-32.2305475504323	-23.7521613832853
G_Fusiform-3-R	G_Fusiform-3-R	FUS3_R	336	390	390	27	48	25	37.374358974359	-31.2923076923077	-23.625641025641
G_Fusiform-4-L	G_Fusiform-4-L	FUS4_L	337	458	458	68	39	28	-43.1266375545852	-49.7860262008734	-17.4061135371179
G_Fusiform-4-R	G_Fusiform-4-R	FUS4_R	338	375	375	24	41	28	44.128	-46.0426666666667	-17.7493333333333
G_Fusiform-5-L	G_Fusiform-5-L	FUS5_L	339	96	96	62	39	31	-31.4791666666667	-50.3958333333333	-12.4375
G_Fusiform-5-R	G_Fusiform-5-R	FUS5_R	340	150	150	30	41	31	32.3866666666667	-46.7333333333333	-11.32
G_Fusiform-6-L	G_Fusiform-6-L	FUS6_L	341	443	443	60	31	32	-28.1489841986456	-65.9864559819413	-9.52144469525959
G_Fusiform-6-R	G_Fusiform-6-R	FUS6_R	342	486	486	31	33	32	29.0123456790123	-61.6748971193416	-9.47736625514403
G_Fusiform-7-L	G_Fusiform-7-L	FUS7_L	343	266	266	58	22	32	-23.0902255639098	-84.015037593985	-10.3308270676692
G_Fusiform-7-R	G_Fusiform-7-R	FUS7_R	344	243	243	35	24	33	22.8888888888889	-80.4526748971194	-8.34567901234568
N_Amygdala-1-L	N_Amygdala-1-L	AMYG_L	345	212	212	57	64	31	-21.9339622641509	-0.405660377358487	-11.5
N_Amygdala-1-R	N_Amygdala-1-R	AMYG_R	346	197	197	35	65	31	21.1269035532995	1.65482233502539	-12.2842639593909
N_Caudate-1-L	N_Caudate-1-L	CAUD1_L	347	40	40	52	75	38	-11.5	21.85	1.05
N_Caudate-1-R	N_Caudate-1-R	CAUD1_R	348	33	33	40	75	36	11.2121212121212	22.8484848484848	-1.21212121212122
N_Caudate-2-L	N_Caudate-2-L	CAUD2_L	349	30	30	53	77	37	-14.4	26.1333333333333	0.200000000000003
N_Caudate-2-R	N_Caudate-2-R	CAUD2_R	350	43	43	38	78	38	15.6744186046512	27.7674418604651	1.81395348837209
N_Caudate-3-L	N_Caudate-3-L	CAUD3_L	351	337	337	52	71	33	-12.3026706231454	13.6913946587537	-8.20771513353115
N_Caudate-3-R	N_Caudate-3-R	CAUD3_R	352	318	318	40	71	33	11.7106918238994	14.5408805031446	-7.61635220125787
N_Caudate-4-L	N_Caudate-4-L	CAUD4_L	353	132	132	54	70	43	-15.3636363636364	11.2424242424242	12.1969696969697
N_Caudate-4-R	N_Caudate-4-R	CAUD4_R	354	143	143	39	74	41	14.2097902097902	19.9160839160839	8.1958041958042
N_Caudate-5-L	N_Caudate-5-L	CAUD5_L	355	354	354	52	69	41	-12.9209039548023	9.77966101694915	8.27118644067797
N_Caudate-5-R	N_Caudate-5-R	CAUD5_R	356	302	302	40	69	41	12.4304635761589	10.0066225165563	8.78807947019868
N_Caudate-6-L	N_Caudate-6-L	CAUD6_L	357	122	122	54	66	46	-16	3.50819672131146	18.655737704918
N_Caudate-6-R	N_Caudate-6-R	CAUD6_R	358	157	157	38	67	46	15.1210191082803	6.52229299363057	17.5414012738854
N_Caudate-7-L	N_Caudate-7-L	CAUD7_L	359	58	58	55	58	50	-18.4137931034483	-12.3103448275862	25.2758620689655
N_Caudate-7-R	N_Caudate-7-R	CAUD7_R	360	155	155	38	60	49	16.9806451612903	-7.58709677419355	23.858064516129
N_Pallidum-1-L	N_Pallidum-1-L	PALL_L	361	132	132	55	60	37	-18.6363636363636	-8.15151515151516	-0.515151515151516
N_Pallidum-1-R	N_Pallidum-1-R	PALL_R	362	85	85	37	61	37	18.9647058823529	-6.91764705882353	-0.588235294117652
N_Putamen-2-L	N_Putamen-2-L	PUT2_L	363	640	640	58	67	37	-23.303125	6.26249999999999	0.784374999999997
N_Putamen-2-R	N_Putamen-2-R	PUT2_R	364	626	626	34	68	37	23.2268370607029	7.35463258785941	0.773162939297123
N_Putamen-3-L	N_Putamen-3-L	PUT3_L	365	704	704	60	61	38	-28.0056818181818	-6.26420454545455	1.77272727272727
N_Putamen-3-R	N_Putamen-3-R	PUT3_R	366	745	745	32	62	37	28.5342281879195	-4.09664429530201	0.861744966442956
N_Thalamus-1-L	N_Thalamus-1-L	THA1_L	367	81	81	48	64	38	-4.27160493827161	0.271604938271594	1.4320987654321
N_Thalamus-1-R	N_Thalamus-1-R	THA1_R	368	67	67	44	64	38	3.61194029850746	0.388059701492551	1.40298507462687
N_Thalamus-2-L	N_Thalamus-2-L	THA2_L	369	218	218	51	60	43	-9.09174311926606	-8.55045871559633	12.954128440367
N_Thalamus-2-R	N_Thalamus-2-R	THA2_R	370	222	222	42	60	43	8.54054054054055	-7.45045045045045	12.5135135135135
N_Thalamus-3-L	N_Thalamus-3-L	THA3_L	371	29	29	48	60	36	-3.31034482758621	-7.44827586206897	-1.10344827586206
N_Thalamus-3-R	N_Thalamus-3-R	THA3_R	372	23	23	45	60	36	2.78260869565217	-7.04347826086956	-1.1304347826087
N_Thalamus-4-L	N_Thalamus-4-L	THA4_L	373	87	87	48	57	41	-3.2183908045977	-14.3908045977011	8.41379310344827
N_Thalamus-4-R	N_Thalamus-4-R	THA4_R	374	96	96	44	57	41	3.29166666666667	-14.4583333333333	8.9375
N_Thalamus-5-L	N_Thalamus-5-L	THA5_L	375	630	630	52	55	41	-12.4095238095238	-18.9650793650794	7.00952380952381
N_Thalamus-5-R	N_Thalamus-5-R	THA5_R	376	577	577	40	55	40	12.6620450606586	-17.4696707105719	6.39861351819758
N_Thalamus-6-L	N_Thalamus-6-L	THA6_L	377	120	120	54	50	44	-15.05	-28.2833333333333	13.55
N_Thalamus-6-R	N_Thalamus-6-R	THA6_R	378	160	160	39	51	43	14.55	-26.5125	12.725
N_Thalamus-7-L	N_Thalamus-7-L	THA7_L	379	30	30	50	50	42	-8.86666666666666	-28.0666666666667	10.6666666666667
N_Thalamus-7-R	N_Thalamus-7-R	THA7_R	380	37	37	42	51	42	8.75675675675676	-26.4864864864865	9.78378378378379
N_Thalamus-8-L	N_Thalamus-8-L	THA8_L	381	44	44	48	51	44	-4.90909090909091	-26.2727272727273	14.0454545454545
N_Thalamus-8-R	N_Thalamus-8-R	THA8_R	382	30	30	44	51	44	3.53333333333333	-25.3333333333333	13.1333333333333
N_Thalamus-9-L	N_Thalamus-9-L	THA9_L	383	276	276	49	59	33	-5.39130434782609	-10.7101449275362	-7.31159420289855
N_Thalamus-9-R	N_Thalamus-9-R	THA9_R	384	219	219	44	59	34	4.78538812785388	-10.2739726027397	-6.43835616438356
